occurrence_no,name,diet,type,length_m,max_ma,min_ma,region,lng,lat,class,family,years
491030,Tyrannosaurus,carnivorous,large theropod,12,72.1,66,Colorado,-105.036667,39.836666,Saurischia,Tyrannosauridae,69.05
491043,Tyrannosaurus,carnivorous,large theropod,12,72.1,66,Colorado,-105.110275,39.8675,Saurischia,Tyrannosauridae,69.05
491049,Ornithomimus,omnivorous,large theropod,4,72.1,66,Colorado,-105.044098,39.934299,Saurischia,Ornithomimidae,69.05
491054,Ornithomimus,omnivorous,large theropod,4,72.1,66,Colorado,-104.043892,39.615002,Saurischia,Ornithomimidae,69.05
491207,Allosaurus,carnivorous,large theropod,12,157.3,145,Utah,-109.391602,40.5345,Saurischia,Allosauridae,151.15
491211,Diplodocus,herbivorous,sauropod,26,155.7,145,Oklahoma,-102.824997,36.897499,Saurischia,Diplodocidae,150.35
491212,Apatosaurus,herbivorous,sauropod,21,155.7,145,Oklahoma,-102.824997,36.897499,Saurischia,Diplodocidae,150.35
491214,Barosaurus,herbivorous,sauropod,24,155.7,145,Oklahoma,-102.824997,36.897499,Saurischia,Diplodocidae,150.35
491217,Allosaurus,carnivorous,large theropod,12,155.7,145,Oklahoma,-102.962776,36.903057,Saurischia,Allosauridae,150.35
491219,Apatosaurus,herbivorous,sauropod,21,155.7,145,Oklahoma,-102.962776,36.903057,Saurischia,Diplodocidae,150.35
491220,Diplodocus,herbivorous,sauropod,26,155.7,145,Oklahoma,-102.962776,36.903057,Saurischia,Diplodocidae,150.35
491223,Allosaurus,carnivorous,large theropod,12,155.7,145,Oklahoma,-102.962776,36.903057,Saurischia,Allosauridae,150.35
491225,Diplodocus,herbivorous,sauropod,26,155.7,145,Oklahoma,-102.962776,36.903057,Saurischia,Diplodocidae,150.35
491226,Apatosaurus,herbivorous,sauropod,21,155.7,145,Oklahoma,-102.962776,36.903057,Saurischia,Diplodocidae,150.35
491233,Diplodocus,herbivorous,sauropod,26,157.3,145,Colorado,-108.728699,39.128502,Saurischia,Diplodocidae,151.15
491247,Allosaurus,carnivorous,large theropod,12,157.3,152.1,Wyoming,-106.291,41.967098,Saurischia,Allosauridae,154.7
491248,Barosaurus,herbivorous,sauropod,24,157.3,152.1,Wyoming,-106.291,41.967098,Saurischia,Diplodocidae,154.7
491250,Diplodocus,herbivorous,sauropod,26,157.3,152.1,Wyoming,-106.291,41.967098,Saurischia,Diplodocidae,154.7
491251,Apatosaurus,herbivorous,sauropod,21,157.3,152.1,Wyoming,-106.291,41.967098,Saurischia,Diplodocidae,154.7
491316,Allosaurus,carnivorous,large theropod,12,157.3,145,Utah,-109.252899,39.172699,Saurischia,Allosauridae,151.15
491324,Paronychodon,carnivorous,large theropod,5,105.3,93.5,Utah,-111.038002,39.051498,Saurischia,Troodontidae,99.4
491423,Apatosaurus,herbivorous,sauropod,21,157.3,152.1,Colorado,-106.809166,38.524166,Saurischia,Diplodocidae,154.7
491424,Allosaurus,carnivorous,large theropod,12,157.3,145,Colorado,-108.476669,38.853611,Saurischia,Allosauridae,151.15
491425,Allosaurus,carnivorous,large theropod,12,157.3,145,Colorado,-108.397202,38.583099,Saurischia,Allosauridae,151.15
491426,Barosaurus,herbivorous,sauropod,24,157.3,145,Colorado,-108.397202,38.583099,Saurischia,Diplodocidae,151.15
491428,Brachiosaurus,herbivorous,sauropod,30,157.3,145,Colorado,-108.194443,38.638058,Saurischia,Brachiosauridae,151.15
491429,Allosaurus,carnivorous,large theropod,12,157.3,152.1,Montana,-110.616386,45.544167,Saurischia,Allosauridae,154.7
491430,Diplodocus,herbivorous,sauropod,26,157.3,152.1,Montana,-110.616386,45.544167,Saurischia,Diplodocidae,154.7
491431,Apatosaurus,herbivorous,sauropod,21,152.1,145,South Dakota,-103.306946,44.474445,Saurischia,Diplodocidae,148.55
491432,Allosaurus,carnivorous,large theropod,12,157.3,145,Utah,-110.367203,39.014301,Saurischia,Allosauridae,151.15
491435,Torvosaurus,carnivorous,large theropod,10,157.3,145,Wyoming,-106.00222,41.893055,Saurischia,Megalosauridae,151.15
491436,Torvosaurus,carnivorous,large theropod,10,157.3,145,Wyoming,-106.00222,41.893055,Saurischia,Megalosauridae,151.15
491437,Allosaurus,carnivorous,large theropod,12,157.3,145,Wyoming,-106.00222,41.893055,Saurischia,Allosauridae,151.15
491439,Apatosaurus,herbivorous,sauropod,21,157.3,145,Wyoming,-106.00222,41.893055,Saurischia,Diplodocidae,151.15
491441,Allosaurus,carnivorous,large theropod,12,157.3,145,Wyoming,-106.00222,41.893055,Saurischia,Allosauridae,151.15
491443,Diplodocus,herbivorous,sauropod,26,157.3,145,Wyoming,-106.00222,41.893055,Saurischia,Diplodocidae,151.15
491444,Apatosaurus,herbivorous,sauropod,21,157.3,145,Wyoming,-106.00222,41.893055,Saurischia,Diplodocidae,151.15
491453,Apatosaurus,herbivorous,sauropod,21,152.1,145,South Dakota,-103.828003,44.528,Saurischia,Diplodocidae,148.55
491454,Allosaurus,carnivorous,large theropod,12,152.1,145,South Dakota,-103.828003,44.528,Saurischia,Allosauridae,148.55
491455,Barosaurus,herbivorous,sauropod,24,157.3,145,South Dakota,-103.344597,44.184399,Saurischia,Diplodocidae,151.15
491456,Allosaurus,carnivorous,large theropod,12,157.3,145,South Dakota,-103.344597,44.184399,Saurischia,Allosauridae,151.15
491466,Barosaurus,herbivorous,sauropod,24,157.3,145,Wyoming,-104.734703,44.458099,Saurischia,Diplodocidae,151.15
491468,Apatosaurus,herbivorous,sauropod,21,157.3,145,Wyoming,-104.734703,44.458099,Saurischia,Diplodocidae,151.15
491469,Diplodocus,herbivorous,sauropod,26,157.3,145,Wyoming,-104.734703,44.458099,Saurischia,Diplodocidae,151.15
491475,Allosaurus,carnivorous,large theropod,12,157.3,145,Wyoming,-104.734703,44.458099,Saurischia,Allosauridae,151.15
491506,Barosaurus,herbivorous,sauropod,24,157.3,145,Wyoming,-104.409302,44.247398,Saurischia,Diplodocidae,151.15
491749,Allosaurus,carnivorous,large theropod,12,157.3,152.1,Utah,-110.6875,39.216667,Saurischia,Allosauridae,154.7
491750,Marshosaurus,carnivorous,large theropod,6,157.3,152.1,Utah,-110.6875,39.216667,Saurischia,Piatnitzkysauridae,154.7
492822,Lufengosaurus,herbivorous,sauropod,6,199.3,190.8,Yunnan,102.117439,25.180843,Saurischia,Massospondylidae,195.05
492833,Lufengosaurus,herbivorous,sauropod,6,201.3,174.1,Guizhou,107,27,Saurischia,Massospondylidae,187.7
493033,Yangchuanosaurus,carnivorous,large theropod,10,163.5,150.8,Sichuan,105.683334,29.333332,Saurischia,Metriacanthosauridae,157.15
493036,Mamenchisaurus,herbivorous,sauropod,22,163.5,145,Gansu,102.853104,36.3381,Saurischia,Mamenchisauridae,154.25
493052,Tarbosaurus,carnivorous,large theropod,10,83.6,72.1,Henan,111.76667,33.933334,Saurischia,Tyrannosauridae,77.85
493251,Megalosaurus,carnivorous,large theropod,9,152.1,145,Lindi,39.238705,-9.700967,Saurischia,Megalosauridae,148.55
498258,Deinonychus,carnivorous,small theropod,3,125,100.5,Wyoming,-107.895401,44.5089,Saurischia,Dromaeosauridae,112.75
498264,Deinonychus,carnivorous,small theropod,3,125,100.5,Wyoming,-108.322403,44.978199,Saurischia,Dromaeosauridae,112.75
498873,Deinonychus,carnivorous,small theropod,3,113,100.5,Montana,-108.182602,45.4244,Saurischia,Dromaeosauridae,106.75
498882,Deinonychus,carnivorous,small theropod,3,113,100.5,Montana,-109.685501,46.337502,Saurischia,Dromaeosauridae,106.75
498887,Deinonychus,carnivorous,small theropod,3,113,100.5,Montana,-108.811302,45.197399,Saurischia,Dromaeosauridae,106.75
498889,Deinonychus,carnivorous,small theropod,3,113,100.5,Montana,-108.750099,45.3559,Saurischia,Dromaeosauridae,106.75
498891,Deinonychus,carnivorous,small theropod,3,113,100.5,Wyoming,-107.572601,43.219398,Saurischia,Dromaeosauridae,106.75
498894,Deinonychus,carnivorous,small theropod,3,113,100.5,Montana,-108.811798,45.3559,Saurischia,Dromaeosauridae,106.75
498900,Deinonychus,carnivorous,small theropod,3,113,100.5,Montana,-108.811302,45.341202,Saurischia,Dromaeosauridae,106.75
498909,Deinonychus,carnivorous,small theropod,3,113,100.5,Wyoming,-108.322403,44.978199,Saurischia,Dromaeosauridae,106.75
498910,Ornithomimus,omnivorous,large theropod,4,113,100.5,Wyoming,-108.322403,44.978199,Saurischia,Ornithomimidae,106.75
498918,Deinonychus,carnivorous,small theropod,3,113,100.5,Wyoming,-108.322403,44.978199,Saurischia,Dromaeosauridae,106.75
498927,Ornithomimus,omnivorous,large theropod,4,113,100.5,Wyoming,-108.322403,44.978199,Saurischia,Ornithomimidae,106.75
499154,Deinonychus,carnivorous,small theropod,3,113,100.5,Montana,-108.2649,45.380501,Saurischia,Dromaeosauridae,106.75
499160,Deinonychus,carnivorous,small theropod,3,113,100.5,Montana,-108.038498,45.409698,Saurischia,Dromaeosauridae,106.75
499169,Deinonychus,carnivorous,small theropod,3,113,100.5,Montana,-108.100197,45.351299,Saurischia,Dromaeosauridae,106.75
499171,Deinonychus,carnivorous,small theropod,3,113,100.5,Montana,-108.811302,45.283699,Saurischia,Dromaeosauridae,106.75
499605,Deinonychus,carnivorous,small theropod,3,125,100.5,Montana,-108.141403,45.438999,Saurischia,Dromaeosauridae,112.75
499612,Deinonychus,carnivorous,small theropod,3,125,100.5,Montana,-108.162003,45.438999,Saurischia,Dromaeosauridae,112.75
499647,Ornithomimus,omnivorous,large theropod,4,113,100.5,Montana,-108.141403,45.453602,Saurischia,Ornithomimidae,106.75
499659,Deinonychus,carnivorous,small theropod,3,113,100.5,Montana,-108.141403,45.438999,Saurischia,Dromaeosauridae,106.75
499670,Deinonychus,carnivorous,small theropod,3,113,100.5,Montana,-108.811302,45.2262,Saurischia,Dromaeosauridae,106.75
499686,Deinonychus,carnivorous,small theropod,3,113,100.5,Montana,-108.811302,45.2262,Saurischia,Dromaeosauridae,106.75
499688,Deinonychus,carnivorous,small theropod,3,113,100.5,Montana,-108.811302,45.2262,Saurischia,Dromaeosauridae,106.75
499707,Diplodocus,herbivorous,sauropod,26,157.3,145,Montana,-108.100197,45.453602,Saurischia,Diplodocidae,151.15
499859,Ornithomimus,omnivorous,large theropod,4,125,100.5,Montana,-108.120796,45.468201,Saurischia,Ornithomimidae,112.75
499860,Ornithomimus,omnivorous,large theropod,4,125,100.5,Montana,-108.120796,45.468201,Saurischia,Ornithomimidae,112.75
499902,Velociraptor,carnivorous,small theropod,1.8,83.6,66,Nei Mongol,106.98278,41.500557,Saurischia,Dromaeosauridae,74.8
501510,Chirostenotes,omnivorous,small theropod,1.7,83.5,70.6,Montana,-109.900002,46.200001,Saurischia,Caenagnathidae,77.05
501543,Saurornitholestes,carnivorous,small theropod,1.5,83.5,70.6,Montana,-109.099998,46.099998,Saurischia,Dromaeosauridae,77.05
501544,Troodon,carnivorous,small theropod,2,83.5,70.6,Montana,-109.099998,46.099998,Saurischia,Troodontidae,77.05
501569,Troodon,carnivorous,small theropod,2,83.5,70.6,Montana,-109.66333,46.400002,Saurischia,Troodontidae,77.05
504368,Majungasaurus,carnivorous,large theropod,6,72.1,66,Mahajanga,46.516701,-15.9333,Saurischia,Abelisauridae,69.05
504548,Brachytrachelopan,herbivorous,sauropod,10,152.1,145,Chubut,-71.583336,-43.688889,Saurischia,Dicraeosauridae,148.55
508630,Saurornitholestes,carnivorous,small theropod,1.5,83.5,70.6,Montana,-109.099998,46.099998,Saurischia,Dromaeosauridae,77.05
508631,Troodon,carnivorous,small theropod,2,83.5,70.6,Montana,-109.099998,46.099998,Saurischia,Troodontidae,77.05
508632,Richardoestesia,carnivorous,small theropod,1.5,83.5,70.6,Montana,-109.099998,46.099998,Saurischia,Dromaeosauridae,77.05
508635,Dromaeosaurus,carnivorous,small theropod,1.8,83.5,70.6,Montana,-109.099998,46.099998,Saurischia,Dromaeosauridae,77.05
508636,Saurornitholestes,carnivorous,small theropod,1.5,83.5,70.6,Montana,-109.099998,46.099998,Saurischia,Dromaeosauridae,77.05
508637,Richardoestesia,carnivorous,small theropod,1.5,83.5,70.6,Montana,-109.099998,46.099998,Saurischia,Dromaeosauridae,77.05
508639,Dromaeosaurus,carnivorous,small theropod,1.8,83.5,70.6,Montana,-109.833611,46.435555,Saurischia,Dromaeosauridae,77.05
509484,Acrocanthosaurus,carnivorous,large theropod,12,122.46,112.03,Texas,-97.784447,32.747501,Saurischia,Carcharodontosauridae,117.245
510831,Carcharodontosaurus,carnivorous,large theropod,15,99.6,93.5,Matruh,28.914782,28.43112,Saurischia,Carcharodontosauridae,96.55
510842,Carcharodontosaurus,carnivorous,large theropod,15,99.6,93.5,Matruh,28.902561,28.417294,Saurischia,Carcharodontosauridae,96.55
510845,Carcharodontosaurus,carnivorous,large theropod,15,99.6,93.5,Al Jizah,29.116669,28.33333,Saurischia,Carcharodontosauridae,96.55
512989,Europasaurus,herbivorous,sauropod,6.2,157.3,152.1,Niedersachsen,10.4833,51.900002,Saurischia,Brachiosauridae,154.7
513125,Dromaeosaurus,carnivorous,small theropod,1.8,145,100.5,Alaska,-153.247498,69.146942,Saurischia,Dromaeosauridae,122.75
513141,Dromaeosaurus,carnivorous,small theropod,1.8,70.6,66,Alaska,-151.51944,69.832222,Saurischia,Dromaeosauridae,68.3
513162,Dromaeosaurus,carnivorous,small theropod,1.8,70.6,66,Alaska,-151.578232,70.071365,Saurischia,Dromaeosauridae,68.3
513163,Troodon,carnivorous,small theropod,2,70.6,66,Alaska,-151.578232,70.071365,Saurischia,Troodontidae,68.3
513165,Saurornitholestes,carnivorous,small theropod,1.5,83.6,66,Alaska,-151.800003,69.599998,Saurischia,Dromaeosauridae,74.8
513166,Troodon,carnivorous,small theropod,2,83.6,66,Alaska,-151.800003,69.599998,Saurischia,Troodontidae,74.8
513167,Dromaeosaurus,carnivorous,small theropod,1.8,83.6,66,Alaska,-151.536957,70.090096,Saurischia,Dromaeosauridae,74.8
513168,Troodon,carnivorous,small theropod,2,83.6,66,Alaska,-151.536957,70.090096,Saurischia,Troodontidae,74.8
513197,Nqwebasaurus,carnivorous,small theropod,1,145,132.9,Eastern Cape,25.273056,-33.416943,Saurischia,Compsognathidae,138.95
513259,Mamenchisaurus,herbivorous,sauropod,22,163.5,157.3,Sichuan,104.781944,28.351944,Saurischia,Mamenchisauridae,160.4
513396,Giganotosaurus,carnivorous,large theropod,12.5,99.6,93.5,Neuquén,-69.599998,-39.200001,Saurischia,Carcharodontosauridae,96.55
513397,Giganotosaurus,carnivorous,large theropod,12.5,99.6,93.5,Neuquén,-68.716667,-39.206501,Saurischia,Carcharodontosauridae,96.55
513417,Guaibasaurus,herbivorous,small theropod,1.8,228,208.5,Rio Grande do Sul,-52.849998,-29.66667,Saurischia,Guaibasauridae,218.25
513486,Quaesitosaurus,herbivorous,sauropod,23,83.6,72.1,Omnogov,103.524399,43.566002,Saurischia,Nemegtosauridae,77.85
513487,Gallimimus,omnivorous,large theropod,6,83.6,72.1,Omnogov,103.524399,43.566002,Saurischia,Ornithomimidae,77.85
513531,Diplodocus,herbivorous,sauropod,26,157.3,145,New Mexico,-106.943939,35.580383,Saurischia,Diplodocidae,151.15
513562,Anserimimus,carnivorous,large theropod,3.5,72.1,66,Omnogov,99.599998,43.540001,Saurischia,Ornithomimidae,69.05
513572,Coloradisaurus,omnivorous,sauropod,4,228,208.5,La Rioja,-68.216667,-29.733334,Saurischia,Massospondylidae,218.25
513603,Riojasaurus,herbivorous,sauropod,5.15,228,208.5,La Rioja,-67.933327,-29.783501,Saurischia,Riojasauridae,218.25
513606,Nothronychus,omnivorous,large theropod,5.3,93.5,89.3,New Mexico,-108.849998,35.066666,Saurischia,Therizinosauridae,91.4
513825,Troodon,carnivorous,small theropod,2,83.5,66,Alberta,-112.989502,49.9175,Saurischia,Troodontidae,74.75
513908,Alamosaurus,herbivorous,sauropod,21,70.6,66,Texas,-103.203888,29.396389,Saurischia,Saltasauridae,68.3
513911,Alamosaurus,herbivorous,sauropod,21,72.1,66,Texas,-103.203888,29.396389,Saurischia,Saltasauridae,69.05
513913,Alamosaurus,herbivorous,sauropod,21,72.1,66,Texas,-103.203888,29.396389,Saurischia,Saltasauridae,69.05
517458,Deinonychus,carnivorous,small theropod,3,113,100.5,Montana,-108.811302,45.341301,Saurischia,Dromaeosauridae,106.75
517530,Ornithomimus,omnivorous,large theropod,4,70.6,66,Alberta,-112.911301,51.688202,Saurischia,Ornithomimidae,68.3
517531,Ornithomimus,omnivorous,large theropod,4,70.6,66,Alberta,-112.865601,51.557201,Saurischia,Ornithomimidae,68.3
517533,Ornithomimus,omnivorous,large theropod,4,70.6,66,Alberta,-112.958298,51.935501,Saurischia,Ornithomimidae,68.3
517545,Ornithomimus,omnivorous,large theropod,4,83.5,70.6,Alberta,-112.865601,51.557201,Saurischia,Ornithomimidae,77.05
517546,Ornithomimus,omnivorous,large theropod,4,83.5,70.6,Alberta,-111.5924,50.786598,Saurischia,Ornithomimidae,77.05
517548,Daspletosaurus,carnivorous,large theropod,9,83.6,72.1,Alberta,-111.616669,50.688,Saurischia,Tyrannosauridae,77.85
517549,Daspletosaurus,carnivorous,large theropod,9,83.6,72.1,Alberta,-111.620003,50.650002,Saurischia,Tyrannosauridae,77.85
517550,Gorgosaurus,carnivorous,large theropod,8.6,83.6,72.1,Alberta,-111.616669,50.688,Saurischia,Tyrannosauridae,77.85
517551,Gorgosaurus,carnivorous,large theropod,8.6,83.6,72.1,Alberta,-111.620003,50.650002,Saurischia,Tyrannosauridae,77.85
517552,Albertosaurus,carnivorous,large theropod,9,83.6,72.1,Alberta,-111.616669,50.688,Saurischia,Tyrannosauridae,77.85
517570,Chindesaurus,carnivorous,small theropod,4,228,208.5,New Mexico,-103.379997,35.365276,Saurischia,Herrerasauridae,218.25
517571,Chindesaurus,carnivorous,small theropod,4,228,208.5,Arizona,-109.79512,35.087524,Saurischia,Herrerasauridae,218.25
517572,Chindesaurus,carnivorous,small theropod,4,221.5,215.56,New Mexico,-103.488297,35.159779,Saurischia,Herrerasauridae,218.53
517897,Megalosaurus,carnivorous,large theropod,9,170.3,168.3,England,-0.943333,52.24361,Saurischia,Megalosauridae,169.3
517907,Megalosaurus,carnivorous,large theropod,9,170.3,168.3,England,-2.240278,51.733891,Saurischia,Megalosauridae,169.3
517932,Megalosaurus,carnivorous,large theropod,9,167.7,164.7,England,-1.58,51.908611,Saurischia,Megalosauridae,166.2
517953,Megalosaurus,carnivorous,large theropod,9,167.7,164.7,England,-1.904167,52.009724,Saurischia,Megalosauridae,166.2
517977,Megalosaurus,carnivorous,large theropod,9,167.7,164.7,England,-1.455278,51.918331,Saurischia,Megalosauridae,166.2
517989,Eustreptospondylus,carnivorous,large theropod,7,164.7,161.2,England,-1.287778,51.782223,Saurischia,Megalosauridae,162.95
518001,Metriacanthosaurus,carnivorous,large theropod,8.2,161.2,155.7,England,-2.4267,50.637501,Saurischia,Metriacanthosauridae,158.45
518057,Megalosaurus,carnivorous,large theropod,9,170.3,168.3,England,-1.627778,51.914444,Saurischia,Megalosauridae,169.3
518058,Megalosaurus,carnivorous,large theropod,9,170.3,168.3,England,-1.703889,51.945278,Saurischia,Megalosauridae,169.3
518385,Megalosaurus,carnivorous,large theropod,9,164.7,161.2,Basse-Normandie,0,49.316669,Saurischia,Megalosauridae,162.95
518725,Herrerasaurus,carnivorous,small theropod,3,237,228,San Juan,-68.699997,-29.216669,Saurischia,Herrerasauridae,232.5
518726,Herrerasaurus,carnivorous,small theropod,3,237,228,San Juan,-68.699997,-29.216669,Saurischia,Herrerasauridae,232.5
518727,Herrerasaurus,carnivorous,small theropod,3,228,208.5,San Juan,-68.699997,-29.216669,Saurischia,Herrerasauridae,218.25
518730,Herrerasaurus,carnivorous,small theropod,3,237,201.3,San Juan,-68.699997,-29.216669,Saurischia,Herrerasauridae,219.15
518731,Herrerasaurus,carnivorous,small theropod,3,228,208.5,San Juan,-68.699997,-29.216669,Saurischia,Herrerasauridae,218.25
518732,Herrerasaurus,carnivorous,small theropod,3,237,228,San Juan,-68.699997,-29.216669,Saurischia,Herrerasauridae,232.5
518733,Herrerasaurus,carnivorous,small theropod,3,237,208.5,San Juan,-68.699997,-29.216669,Saurischia,Herrerasauridae,222.75
519392,Brontosaurus,herbivorous,sauropod,22,157.3,145,Wyoming,-105.908501,42.152802,Saurischia,Diplodocidae,151.15
519725,Ornithomimus,omnivorous,large theropod,4,72.1,66,Wyoming,-104.072433,43.128304,Saurischia,Ornithomimidae,69.05
519726,Ornithomimus,omnivorous,large theropod,4,70.6,66,Wyoming,-104.577103,43.139767,Saurischia,Ornithomimidae,68.3
519727,Allosaurus,carnivorous,large theropod,12,157.3,145,Colorado,-105.940292,40.092209,Saurischia,Allosauridae,151.15
519728,Apatosaurus,herbivorous,sauropod,21,157.3,145,Wyoming,-105.908501,42.152802,Saurischia,Diplodocidae,151.15
519729,Tyrannosaurus,carnivorous,large theropod,12,72.1,66,Wyoming,-104.072433,43.128304,Saurischia,Tyrannosauridae,69.05
519797,Sinornithosaurus,carnivorous,small theropod,2,130,122.46,Liaoning,120.8722,41.601398,Saurischia,Dromaeosauridae,126.22999999999999
519800,Spinosaurus,carnivorous,large theropod,18,113,93.9,Er Rachidia,-3.9833,30.9,Saurischia,Spinosauridae,103.45
519801,Carcharodontosaurus,carnivorous,large theropod,15,113,93.9,Er Rachidia,-3.9833,30.9,Saurischia,Carcharodontosauridae,103.45
519822,Rebbachisaurus,herbivorous,sauropod,20,113,93.9,Er Rachidia,-3.9833,30.9,Saurischia,Rebbachisauridae,103.45
519917,Herrerasaurus,carnivorous,small theropod,3,228,208.5,San Juan,-67.916664,-30.083332,Saurischia,Herrerasauridae,218.25
520079,Brachiosaurus,herbivorous,sauropod,30,155.7,145,Oklahoma,-102.824997,36.897499,Saurischia,Brachiosauridae,150.35
520513,Troodon,carnivorous,small theropod,2,86.3,83.6,Montana,-112.183609,47.812222,Saurischia,Troodontidae,84.94999999999999
520514,Troodon,carnivorous,small theropod,2,86.3,83.6,Montana,-112.183609,47.812222,Saurischia,Troodontidae,84.94999999999999
520773,Paronychodon,carnivorous,large theropod,5,132.9,125,Krasnoyarsk,91.816666,56.516666,Saurischia,Troodontidae,128.95
520911,Deinonychus,carnivorous,small theropod,3,122.46,109,Oklahoma,-96.099998,34.400002,Saurischia,Dromaeosauridae,115.72999999999999
521248,Albertosaurus,carnivorous,large theropod,9,83.5,70.6,Saskatchewan,-109.5,49.099998,Saurischia,Tyrannosauridae,77.05
521249,Troodon,carnivorous,small theropod,2,83.5,70.6,Saskatchewan,-109.5,49.099998,Saurischia,Troodontidae,77.05
521531,Hypselosaurus,herbivorous,sauropod,12,72.1,66,Languedoc-Roussillon,2.210945,42.926857,Saurischia,Titanosauridae,69.05
521533,Hypselosaurus,herbivorous,sauropod,12,72.1,66,Provence-Alpes-Côte d'Azur,5.7525,43.460556,Saurischia,Titanosauridae,69.05
521534,Hypselosaurus,herbivorous,sauropod,12,72.1,66,Languedoc-Roussillon,2.900833,43.110832,Saurischia,Titanosauridae,69.05
522048,Mamenchisaurus,herbivorous,sauropod,22,163.5,157.3,Sichuan,103.800003,30.1,Saurischia,Mamenchisauridae,160.4
527467,Plateosaurus,herbivorous,sauropod,7,208.5,201.3,England,-0.810833,53.034721,Saurischia,Plateosauridae,204.9
528294,Megalosaurus,carnivorous,large theropod,9,150.8,145,Pas-de-Calais,1.573869,50.706455,Saurischia,Megalosauridae,147.9
528338,Allosaurus,carnivorous,large theropod,12,150.8,145,Utah,-109.300552,40.441387,Saurischia,Allosauridae,147.9
529517,Alamosaurus,herbivorous,sauropod,21,72.1,66,New Mexico,-107.798698,36.1693,Saurischia,Saltasauridae,69.05
529532,Dromaeosaurus,carnivorous,small theropod,1.8,70.6,66,Saskatchewan,-108.816666,49.516666,Saurischia,Dromaeosauridae,68.3
529533,Tyrannosaurus,carnivorous,large theropod,12,70.6,66,Saskatchewan,-108.816666,49.516666,Saurischia,Tyrannosauridae,68.3
530225,Albertosaurus,carnivorous,large theropod,9,85.8,70.6,Alabama,-85.3172,32.125801,Saurischia,Tyrannosauridae,78.19999999999999
533360,Heyuannia,omnivorous,small theropod,2,72.1,66,Guangdong,114.82,24.1789,Saurischia,Oviraptoridae,69.05
533974,Deinonychus,carnivorous,small theropod,3,113,100.5,Montana,-108.409721,45.259998,Saurischia,Dromaeosauridae,106.75
534085,Gallimimus,omnivorous,large theropod,6,72.1,66,Omnogov,100.011108,43.86639,Saurischia,Ornithomimidae,69.05
534087,Tarbosaurus,carnivorous,large theropod,10,72.1,66,Omnogov,100.011108,43.86639,Saurischia,Tyrannosauridae,69.05
534263,Unenlagia,carnivorous,small theropod,2.4,93.5,85.8,Neuquén,-69.550003,-38.900002,Saurischia,Dromaeosauridae,89.65
534501,Tyrannosaurus,carnivorous,large theropod,12,70.6,66,New Mexico,-107.192223,33.154167,Saurischia,Tyrannosauridae,68.3
534503,Alamosaurus,herbivorous,sauropod,21,70.6,66,New Mexico,-107.192223,33.154167,Saurischia,Saltasauridae,68.3
534512,Torvosaurus,carnivorous,large theropod,10,163.5,145,Shanxi,113.150002,40.266701,Saurischia,Megalosauridae,154.25
534736,Plateosaurus,herbivorous,sauropod,7,208.5,201.3,Niedersachsen,10.68333,52.066669,Saurischia,Plateosauridae,204.9
534767,Barosaurus,herbivorous,sauropod,24,157.3,152.1,Wyoming,-107.816666,44.650002,Saurischia,Diplodocidae,154.7
534769,Allosaurus,carnivorous,large theropod,12,157.3,145,Wyoming,-106.589996,41.799999,Saurischia,Allosauridae,151.15
534941,Massospondylus,omnivorous,sauropod,4,201.3,190.8,Quthing,27.516666,-30.4,Saurischia,Massospondylidae,196.05
534969,Marshosaurus,carnivorous,large theropod,6,157.3,145,Utah,-109.278313,40.440536,Saurischia,Piatnitzkysauridae,151.15
534970,Mapusaurus,carnivorous,large theropod,13,99.6,89.8,Neuquén,-69.286942,-39.063889,Saurischia,Carcharodontosauridae,94.69999999999999
534994,Albertosaurus,carnivorous,large theropod,9,70.6,66,Alberta,-112.883331,51.995834,Saurischia,Tyrannosauridae,68.3
534996,Buitreraptor,carnivorous,small theropod,1.3,99.6,93.5,Río Negro,-68.700836,-39.628613,Saurischia,Dromaeosauridae,96.55
535197,Hypselosaurus,herbivorous,sauropod,12,72.1,66,Languedoc-Roussillon,2.900833,43.110832,Saurischia,Titanosauridae,69.05
535893,Microraptor,carnivorous,small theropod,0.8,125,113,Liaoning,121.222801,41.497799,Saurischia,Dromaeosauridae,119
536068,Guaibasaurus,herbivorous,small theropod,1.8,228,208.5,Rio Grande do Sul,-53.339722,-29.56889,Saurischia,Guaibasauridae,218.25
536373,Diplodocus,herbivorous,sauropod,26,157.3,145,Wyoming,-106.310997,41.951698,Saurischia,Diplodocidae,151.15
536376,Apatosaurus,herbivorous,sauropod,21,157.3,145,Wyoming,-105.979721,41.893055,Saurischia,Diplodocidae,151.15
536393,Brontosaurus,herbivorous,sauropod,22,157.3,145,Wyoming,-105.979721,41.893055,Saurischia,Diplodocidae,151.15
536667,Microraptor,carnivorous,small theropod,0.8,125,113,Liaoning,120.175301,41.423901,Saurischia,Dromaeosauridae,119
536678,Sinovenator,carnivorous,small theropod,1,125.45,122.46,Liaoning,120.913269,41.603352,Saurischia,Troodontidae,123.955
537314,Caudipteryx,omnivorous,small theropod,1,130,122.46,Liaoning,120.896103,41.619801,Saurischia,Caudipterygidae,126.22999999999999
537337,Sinovenator,carnivorous,small theropod,1,125.45,122.46,Liaoning,124.683601,41.366402,Saurischia,Troodontidae,123.955
537524,Microraptor,carnivorous,small theropod,0.8,125,113,Liaoning,120.225601,41.494999,Saurischia,Dromaeosauridae,119
