occurrence_no,name,diet,type,length_m,max_ma,min_ma,region,lng,lat,class,family,years
130294,Protarchaeopteryx,omnivorous,small theropod,2,130,122.46,Liaoning,120.73333,41.799999,Saurischia,Archaeopterygidae,126.22999999999999
130295,Caudipteryx,omnivorous,small theropod,1,130,122.46,Liaoning,120.73333,41.799999,Saurischia,Caudipterygidae,126.22999999999999
139242,Gorgosaurus,carnivorous,large theropod,8.6,83.5,70.6,Alberta,-111.528732,50.740726,Saurischia,Tyrannosauridae,77.05
139250,Gorgosaurus,carnivorous,large theropod,8.6,83.5,70.6,Alberta,-111.549347,50.737015,Saurischia,Tyrannosauridae,77.05
139252,Gorgosaurus,carnivorous,large theropod,8.6,83.5,70.6,Alberta,-111.564636,50.723866,Saurischia,Tyrannosauridae,77.05
139253,Gorgosaurus,carnivorous,large theropod,8.6,83.5,70.6,Alberta,-111.525337,50.740471,Saurischia,Tyrannosauridae,77.05
139254,Gorgosaurus,carnivorous,large theropod,8.6,83.5,70.6,Alberta,-111.601021,50.786999,Saurischia,Tyrannosauridae,77.05
139255,Albertosaurus,carnivorous,large theropod,9,72.1,66,Alberta,-112.981903,51.8046,Saurischia,Tyrannosauridae,69.05
139256,Albertosaurus,carnivorous,large theropod,9,70.6,66,Alberta,-112.981903,51.819099,Saurischia,Tyrannosauridae,68.3
139257,Albertosaurus,carnivorous,large theropod,9,83.5,70.6,Alberta,-112.818901,51.542702,Saurischia,Tyrannosauridae,77.05
139258,Albertosaurus,carnivorous,large theropod,9,83.5,70.6,Alberta,-112.8423,51.469898,Saurischia,Tyrannosauridae,77.05
139259,Albertosaurus,carnivorous,large theropod,9,83.5,70.6,Alberta,-112.702202,51.4408,Saurischia,Tyrannosauridae,77.05
139261,Daspletosaurus,carnivorous,large theropod,9,83.5,70.6,Alberta,-110.681999,49.083698,Saurischia,Tyrannosauridae,77.05
139262,Daspletosaurus,carnivorous,large theropod,9,83.5,70.6,Alberta,-111.511902,50.742401,Saurischia,Tyrannosauridae,77.05
139290,Daspletosaurus,carnivorous,large theropod,9,83.5,70.6,Alberta,-111.485008,50.751526,Saurischia,Tyrannosauridae,77.05
139291,Albertosaurus,carnivorous,large theropod,9,70.6,66,Alberta,-112.934799,51.928299,Saurischia,Tyrannosauridae,68.3
139292,Tyrannosaurus,carnivorous,large theropod,12,72.1,66,Alberta,-113.0289,51.906399,Saurischia,Tyrannosauridae,69.05
139293,Tyrannosaurus,carnivorous,large theropod,12,72.1,66,Alberta,-113.23333,51.933334,Saurischia,Tyrannosauridae,69.05
148629,Tarbosaurus,carnivorous,large theropod,10,72.1,66,Omnogov,99.599998,43.540001,Saurischia,Tyrannosauridae,69.05
149592,Allosaurus,carnivorous,large theropod,12,157.3,145,Wyoming,-106.041,41.893101,Saurischia,Allosauridae,151.15
149596,Allosaurus,carnivorous,large theropod,12,157.3,145,Wyoming,-106.389999,42.035831,Saurischia,Allosauridae,151.15
149598,Diplodocus,herbivorous,sauropod,26,157.3,145,Wyoming,-106.389999,42.035831,Saurischia,Diplodocidae,151.15
150175,Massospondylus,omnivorous,sauropod,4,201.3,190.8,Free State,28.623056,-28.509443,Saurischia,Massospondylidae,196.05
150240,Amargasaurus,herbivorous,sauropod,12,129.4,122.46,Neuquén,-70.194786,-39.481979,Saurischia,Dicraeosauridae,125.93
150311,Apatosaurus,herbivorous,sauropod,21,157.3,145,Colorado,-105.187332,39.653423,Saurischia,Diplodocidae,151.15
150350,Diplodocus,herbivorous,sauropod,26,157.3,145,Wyoming,-105.916199,42.152302,Saurischia,Diplodocidae,151.15
150351,Brontosaurus,herbivorous,sauropod,22,157.3,145,Wyoming,-105.916199,42.152302,Saurischia,Diplodocidae,151.15
219971,Diplodocus,herbivorous,sauropod,26,157.3,145,Wyoming,-106.048615,42.017776,Saurischia,Diplodocidae,151.15
219974,Brontosaurus,herbivorous,sauropod,22,157.3,145,Wyoming,-106.048615,42.017776,Saurischia,Diplodocidae,151.15
219975,Allosaurus,carnivorous,large theropod,12,157.3,145,Wyoming,-106.048615,42.017776,Saurischia,Allosauridae,151.15
219998,Tyrannosaurus,carnivorous,large theropod,12,83.5,70.6,Alberta,-111.525871,50.728848,Saurischia,Tyrannosauridae,77.05
220009,Tyrannosaurus,carnivorous,large theropod,12,83.5,70.6,Alberta,-111.524582,50.727234,Saurischia,Tyrannosauridae,77.05
220011,Velociraptor,carnivorous,small theropod,1.8,83.5,70.6,Alberta,-111.524582,50.727234,Saurischia,Dromaeosauridae,77.05
220028,Gorgosaurus,carnivorous,large theropod,8.6,83.5,70.6,Alberta,-111.484657,50.750553,Saurischia,Tyrannosauridae,77.05
220055,Diplodocus,herbivorous,sauropod,26,155.7,145,Wyoming,-108.199997,43.630001,Saurischia,Diplodocidae,150.35
220058,Allosaurus,carnivorous,large theropod,12,155.7,145,Wyoming,-108.199997,43.630001,Saurischia,Allosauridae,150.35
220060,Barosaurus,herbivorous,sauropod,24,155.7,145,Wyoming,-108.199997,43.630001,Saurischia,Diplodocidae,150.35
220070,Plateosaurus,herbivorous,sauropod,7,228,208.5,Aargau,8.016667,47.5,Saurischia,Plateosauridae,218.25
220082,Plateosaurus,herbivorous,sauropod,7,228,208.5,Baden-Württemberg,8.65,48.066669,Saurischia,Plateosauridae,218.25
220090,Velociraptor,carnivorous,small theropod,1.8,83.5,70.6,Omnogov,103.333336,44.25,Saurischia,Dromaeosauridae,77.05
220099,Troodon,carnivorous,small theropod,2,85.8,70.6,Montana,-113.75,48.633301,Saurischia,Troodontidae,78.19999999999999
220162,Allosaurus,carnivorous,large theropod,12,157.3,145,Utah,-109.205833,40.423611,Saurischia,Allosauridae,151.15
220163,Diplodocus,herbivorous,sauropod,26,157.3,145,Utah,-109.205833,40.423611,Saurischia,Diplodocidae,151.15
225583,Apatosaurus,herbivorous,sauropod,21,150.8,145,Utah,-109.300552,40.441387,Saurischia,Diplodocidae,147.9
229333,Chindesaurus,carnivorous,small theropod,4,228,208.5,Texas,-101.247002,32.1721,Saurischia,Herrerasauridae,218.25
248041,Dromaeosaurus,carnivorous,small theropod,1.8,83.5,70.6,Montana,-109.297203,46.465099,Saurischia,Dromaeosauridae,77.05
248042,Saurornitholestes,carnivorous,small theropod,1.5,83.5,70.6,Montana,-109.297203,46.465099,Saurischia,Dromaeosauridae,77.05
248043,Troodon,carnivorous,small theropod,2,83.5,70.6,Montana,-109.297203,46.465099,Saurischia,Troodontidae,77.05
248044,Richardoestesia,carnivorous,small theropod,1.5,83.5,70.6,Montana,-109.297203,46.465099,Saurischia,Dromaeosauridae,77.05
248060,Dromaeosaurus,carnivorous,small theropod,1.8,83.5,70.6,Montana,-109.900002,46.200001,Saurischia,Dromaeosauridae,77.05
248061,Saurornitholestes,carnivorous,small theropod,1.5,83.5,70.6,Montana,-109.900002,46.200001,Saurischia,Dromaeosauridae,77.05
248062,Troodon,carnivorous,small theropod,2,83.5,70.6,Montana,-109.900002,46.200001,Saurischia,Troodontidae,77.05
248063,Richardoestesia,carnivorous,small theropod,1.5,83.5,70.6,Montana,-109.900002,46.200001,Saurischia,Dromaeosauridae,77.05
256216,Mamenchisaurus,herbivorous,sauropod,22,163.5,157.3,Sichuan,104.516701,28.700001,Saurischia,Mamenchisauridae,160.4
256435,Herrerasaurus,carnivorous,small theropod,3,237,228,San Juan,-68.904999,-31.10111,Saurischia,Herrerasauridae,232.5
256441,Herrerasaurus,carnivorous,small theropod,3,237,228,San Juan,-68.283333,-30.133333,Saurischia,Herrerasauridae,232.5
256913,Saurornitholestes,carnivorous,small theropod,1.5,83.5,70.6,New Mexico,-107.199997,35.700001,Saurischia,Dromaeosauridae,77.05
259972,Carcharodontosaurus,carnivorous,large theropod,15,99.6,93.5,Al Jizah,29.116669,28.33333,Saurischia,Carcharodontosauridae,96.55
259976,Spinosaurus,carnivorous,large theropod,18,99.6,93.5,Matruh,28.914782,28.43112,Saurischia,Spinosauridae,96.55
260021,Carcharodontosaurus,carnivorous,large theropod,15,145,99.6,Illizi,9.566667,28.5,Saurischia,Carcharodontosauridae,122.3
260025,Carcharodontosaurus,carnivorous,large theropod,15,145,99.6,Adrar,1.083333,27.033333,Saurischia,Carcharodontosauridae,122.3
260040,Acrocanthosaurus,carnivorous,large theropod,12,125,113,Oklahoma,-94.76667,34.166668,Saurischia,Carcharodontosauridae,119
260041,Acrocanthosaurus,carnivorous,large theropod,12,125,113,Oklahoma,-95.806389,34.18,Saurischia,Carcharodontosauridae,119
260042,Acrocanthosaurus,carnivorous,large theropod,12,125,113,Oklahoma,-95.792221,34.18,Saurischia,Carcharodontosauridae,119
260589,Carcharodontosaurus,carnivorous,large theropod,15,112.03,93.5,Illizi,8.175278,28.15,Saurischia,Carcharodontosauridae,102.765
260595,Carcharodontosaurus,carnivorous,large theropod,15,125,113,Agadez,9.509186,16.632231,Saurischia,Carcharodontosauridae,119
260596,Carcharodontosaurus,carnivorous,large theropod,15,113,100.5,Agadez,10.222018,16.129169,Saurischia,Carcharodontosauridae,106.75
260598,Carcharodontosaurus,carnivorous,large theropod,15,113,100.5,Agadez,9.228752,16.449305,Saurischia,Carcharodontosauridae,106.75
260601,Carcharodontosaurus,carnivorous,large theropod,15,112.03,93.5,Tataouine,10.283333,32.950001,Saurischia,Carcharodontosauridae,102.765
260834,Carcharodontosaurus,carnivorous,large theropod,15,105.3,93.5,Agadez,5.797784,17.708801,Saurischia,Carcharodontosauridae,99.4
260901,Carcharodontosaurus,carnivorous,large theropod,15,145,125.45,Agadez,6.381111,19.317499,Saurischia,Carcharodontosauridae,135.225
262165,Carcharodontosaurus,carnivorous,large theropod,15,99.6,93.5,Er Rachida,-4.836939,30.505667,Saurischia,Carcharodontosauridae,96.55
262167,Rebbachisaurus,herbivorous,sauropod,20,99.6,93.5,Er Rachida,-4.836939,30.505667,Saurischia,Rebbachisauridae,96.55
262179,Spinosaurus,carnivorous,large theropod,18,99.6,93.5,Er Rachida,-4.836939,30.505667,Saurischia,Spinosauridae,96.55
262347,Carcharodontosaurus,carnivorous,large theropod,15,145,93.5,Agadez,9.540314,17.971214,Saurischia,Carcharodontosauridae,119.25
263808,Carnotaurus,carnivorous,large theropod,7.6,83.6,72.1,Chubut,-67.547501,-43,Saurischia,Abelisauridae,77.85
266833,Saurornitholestes,carnivorous,small theropod,1.5,83.5,70.6,Montana,-112.966667,48.650002,Saurischia,Dromaeosauridae,77.05
266834,Troodon,carnivorous,small theropod,2,83.5,70.6,Montana,-112.966667,48.650002,Saurischia,Troodontidae,77.05
276682,Indosuchus,carnivorous,large theropod,7,72.1,66,Madhya Pradesh,79.972282,23.168694,Saurischia,Abelisauridae,69.05
280100,Troodon,carnivorous,small theropod,2,70.6,66,Wyoming,-104.48333,43.049999,Saurischia,Troodontidae,68.3
280101,Tyrannosaurus,carnivorous,large theropod,12,70.6,66,Wyoming,-104.48333,43.049999,Saurischia,Tyrannosauridae,68.3
280103,Saurornitholestes,carnivorous,small theropod,1.5,70.6,66,Wyoming,-104.48333,43.049999,Saurischia,Dromaeosauridae,68.3
280104,Richardoestesia,carnivorous,small theropod,1.5,70.6,66,Wyoming,-104.48333,43.049999,Saurischia,Dromaeosauridae,68.3
280105,Dromaeosaurus,carnivorous,small theropod,1.8,70.6,66,Wyoming,-104.48333,43.049999,Saurischia,Dromaeosauridae,68.3
280572,Troodon,carnivorous,small theropod,2,83.6,72.1,Montana,-112.182777,47.8125,Saurischia,Troodontidae,77.85
284147,Utahraptor,carnivorous,large theropod,6,129.4,125,Utah,-109.567902,38.826099,Saurischia,Dromaeosauridae,127.2
284613,Utahraptor,carnivorous,large theropod,6,125.45,122.46,Utah,-109.691666,38.718056,Saurischia,Dromaeosauridae,123.955
287916,Albertosaurus,carnivorous,large theropod,9,70.6,66,Wyoming,-104.366669,43.299999,Saurischia,Tyrannosauridae,68.3
287917,Paronychodon,carnivorous,large theropod,5,70.6,66,Wyoming,-104.366669,43.299999,Saurischia,Troodontidae,68.3
288584,Saurornitholestes,carnivorous,small theropod,1.5,83.5,70.6,Texas,-103.51667,29.316668,Saurischia,Dromaeosauridae,77.05
288586,Richardoestesia,carnivorous,small theropod,1.5,83.5,70.6,Texas,-103.51667,29.316668,Saurischia,Dromaeosauridae,77.05
291021,Tyrannosaurus,carnivorous,large theropod,12,70.6,66,Colorado,-104.491669,40.386391,Saurischia,Tyrannosauridae,68.3
292868,Richardoestesia,carnivorous,small theropod,1.5,70.6,66,Hunedoara,22.883333,45.566666,Saurischia,Dromaeosauridae,68.3
292872,Paronychodon,carnivorous,large theropod,5,70.6,66,Hunedoara,22.883333,45.566666,Saurischia,Troodontidae,68.3
294055,Irritator,carnivorous,large theropod,6.5,113,100.5,Ceará,-39.266666,-7.216667,Saurischia,Spinosauridae,106.75
295292,Mamenchisaurus,herbivorous,sauropod,22,163.5,157.3,Sichuan,104.133301,28.8333,Saurischia,Mamenchisauridae,160.4
296465,Diplodocus,herbivorous,sauropod,26,157.3,145,Colorado,-105.224701,38.539501,Saurischia,Diplodocidae,151.15
297301,Giganotosaurus,carnivorous,large theropod,12.5,99.6,93.5,Neuquén,-68.75,-39.516388,Saurischia,Carcharodontosauridae,96.55
297302,Aucasaurus,carnivorous,large theropod,5,83.5,70.6,Neuquén,-68.51667,-37.883331,Saurischia,Abelisauridae,77.05
297555,Piatnitzkysaurus,carnivorous,large theropod,4.2,166.1,163.5,Chubut,-69.163521,-43.416218,Saurischia,Piatnitzkysauridae,164.8
303972,Megalosaurus,carnivorous,large theropod,9,167.7,164.7,England,-1.8,51.985001,Saurischia,Megalosauridae,166.2
343720,Spinosaurus,carnivorous,large theropod,18,112.03,109,Tataouine,10.283333,33.150002,Saurischia,Spinosauridae,110.515
343835,Abelisaurus,carnivorous,large theropod,9,83.5,70.6,Río Negro,-67.982765,-38.76173,Saurischia,Abelisauridae,77.05
343957,Majungasaurus,carnivorous,large theropod,6,72.1,66,Mahajanga,46.582222,-15.907778,Saurischia,Abelisauridae,69.05
362179,Saurornitholestes,carnivorous,small theropod,1.5,83.5,70.6,Alberta,-110.470001,49.119999,Saurischia,Dromaeosauridae,77.05
362355,Saurornitholestes,carnivorous,small theropod,1.5,83.5,70.6,Alberta,-110.470001,49.119999,Saurischia,Dromaeosauridae,77.05
362356,Troodon,carnivorous,small theropod,2,83.5,70.6,Alberta,-110.470001,49.119999,Saurischia,Troodontidae,77.05
362396,Saurornitholestes,carnivorous,small theropod,1.5,83.5,70.6,Alberta,-110.470001,49.119999,Saurischia,Dromaeosauridae,77.05
362397,Troodon,carnivorous,small theropod,2,83.5,70.6,Alberta,-110.470001,49.119999,Saurischia,Troodontidae,77.05
362681,Saurornitholestes,carnivorous,small theropod,1.5,83.5,70.6,Alberta,-110.470001,49.119999,Saurischia,Dromaeosauridae,77.05
362795,Richardoestesia,carnivorous,small theropod,1.5,83.5,70.6,Alberta,-110.470001,49.119999,Saurischia,Dromaeosauridae,77.05
367436,Troodon,carnivorous,small theropod,2,83.5,70.6,Alberta,-111.327057,50.809383,Saurischia,Troodontidae,77.05
367439,Deinonychus,carnivorous,small theropod,3,125,100.5,Montana,-108.162003,45.438999,Saurischia,Dromaeosauridae,112.75
367656,Massospondylus,omnivorous,sauropod,4,201.3,174.1,Mashonaland West,30.1,-16.233334,Saurischia,Massospondylidae,187.7
368114,Albertosaurus,carnivorous,large theropod,9,83.5,70.6,New Mexico,-108.226997,36.285702,Saurischia,Tyrannosauridae,77.05
372429,Compsognathus,carnivorous,small theropod,0.65,150.8,145,Provence-Alpes-Côte d'Azur,6.37315,43.705021,Saurischia,Compsognathidae,147.9
372844,Albertosaurus,carnivorous,large theropod,9,83.6,72.1,Georgia,-85.026665,32.164165,Saurischia,Tyrannosauridae,77.85
372892,Massospondylus,omnivorous,sauropod,4,201.3,190.8,Matabeleland North,28.917299,-19.8939,Saurischia,Massospondylidae,196.05
382123,Allosaurus,carnivorous,large theropod,12,157.3,145,New Mexico,-107.999168,35.286945,Saurischia,Allosauridae,151.15
382141,Albertosaurus,carnivorous,large theropod,9,83.5,70.6,New Mexico,-108.166946,36.269444,Saurischia,Tyrannosauridae,77.05
382142,Saurornitholestes,carnivorous,small theropod,1.5,83.5,70.6,New Mexico,-108.166946,36.269444,Saurischia,Dromaeosauridae,77.05
382588,Hypselosaurus,herbivorous,sauropod,12,70.6,66,Cataluña,0.9,42.166668,Saurischia,Titanosauridae,68.3
383890,Paronychodon,carnivorous,large theropod,5,83.5,70.6,New Mexico,-108.513611,36.486111,Saurischia,Troodontidae,77.05
383951,Paronychodon,carnivorous,large theropod,5,83.5,70.6,New Mexico,-108.486115,36.486111,Saurischia,Troodontidae,77.05
384334,Mamenchisaurus,herbivorous,sauropod,22,163.5,157.3,Xinjiang,90,44.5,Saurischia,Mamenchisauridae,160.4
384369,Brontosaurus,herbivorous,sauropod,22,157.3,145,Colorado,-108.728699,39.128502,Saurischia,Diplodocidae,151.15
384547,Saurornitholestes,carnivorous,small theropod,1.5,83.6,72.1,Montana,-112.182777,47.8125,Saurischia,Dromaeosauridae,77.85
384549,Daspletosaurus,carnivorous,large theropod,9,83.6,72.1,Montana,-112.182777,47.8125,Saurischia,Tyrannosauridae,77.85
385293,Massospondylus,omnivorous,sauropod,4,199.3,190.8,Free State,27.450001,-29.200001,Saurischia,Massospondylidae,195.05
385564,Richardoestesia,carnivorous,small theropod,1.5,83.5,66,Cataluña,-0.22,42.049999,Saurischia,Dromaeosauridae,74.75
385571,Richardoestesia,carnivorous,small theropod,1.5,70.6,66,Cataluña,1.22,42.529999,Saurischia,Dromaeosauridae,68.3
385575,Richardoestesia,carnivorous,small theropod,1.5,70.6,66,Cataluña,0.955962,42.161762,Saurischia,Dromaeosauridae,68.3
385657,Massospondylus,omnivorous,sauropod,4,201.3,190.8,Free State,29.166668,-28.516666,Saurischia,Massospondylidae,196.05
386280,Massospondylus,omnivorous,sauropod,4,199.3,190.8,Free State,27.9333,-28.516701,Saurischia,Massospondylidae,195.05
387341,Opisthocoelicaudia,herbivorous,sauropod,12,83.6,66,Omnogov,100.455276,43.602501,Saurischia,Saltasauridae,74.8
387345,Tarbosaurus,carnivorous,large theropod,10,83.6,66,Omnogov,100.483612,43.572498,Saurischia,Tyrannosauridae,74.8
387347,Tarbosaurus,carnivorous,large theropod,10,83.6,66,Omnogov,100.374809,43.44128,Saurischia,Tyrannosauridae,74.8
387360,Tarbosaurus,carnivorous,large theropod,10,83.6,66,Omnogov,100.363052,43.481945,Saurischia,Tyrannosauridae,74.8
387400,Tarbosaurus,carnivorous,large theropod,10,83.6,66,Omnogov,100.456665,43.601665,Saurischia,Tyrannosauridae,74.8
387402,Gallimimus,omnivorous,large theropod,6,83.6,66,Omnogov,100.456665,43.601665,Saurischia,Ornithomimidae,74.8
389058,Velociraptor,carnivorous,small theropod,1.8,83.6,66,Omnogov Aimak,100.901947,43.664444,Saurischia,Dromaeosauridae,74.8
389089,Citipati,omnivorous,small theropod,2.1,83.6,66,Omnogov,100.901947,43.664444,Saurischia,Oviraptoridae,74.8
389121,Khaan,omnivorous,small theropod,1.8,83.6,66,Omnogov Aimak,100.901947,43.664444,Saurischia,Oviraptoridae,74.8
389143,Khaan,omnivorous,small theropod,1.8,83.6,66,Omnogov Aimak,100.901947,43.664444,Saurischia,Oviraptoridae,74.8
392712,Richardoestesia,carnivorous,small theropod,1.5,85.8,70.6,Montana,-113.75,48.633301,Saurischia,Dromaeosauridae,78.19999999999999
392713,Saurornitholestes,carnivorous,small theropod,1.5,85.8,70.6,Montana,-113.75,48.633301,Saurischia,Dromaeosauridae,78.19999999999999
393081,Tarbosaurus,carnivorous,large theropod,10,70.6,66,Heilongjiang,130.449997,48.883331,Saurischia,Tyrannosauridae,68.3
393102,Dromaeosaurus,carnivorous,small theropod,1.8,83.5,70.6,Alberta,-111.484657,50.750553,Saurischia,Dromaeosauridae,77.05
393103,Saurornitholestes,carnivorous,small theropod,1.5,83.5,70.6,Alberta,-111.484657,50.750553,Saurischia,Dromaeosauridae,77.05
393104,Troodon,carnivorous,small theropod,2,83.5,70.6,Alberta,-111.484657,50.750553,Saurischia,Troodontidae,77.05
395215,Fukuiraptor,carnivorous,large theropod,4.2,129.4,125,Fukui,136.550003,36.116669,Saurischia,Neovenatoridae,127.2
395224,Tarbosaurus,carnivorous,large theropod,10,83.6,66,Omnogov,101.029724,43.518055,Saurischia,Tyrannosauridae,74.8
395225,Tarbosaurus,carnivorous,large theropod,10,83.6,66,Omnogov,100.441391,43.581669,Saurischia,Tyrannosauridae,74.8
395227,Tarbosaurus,carnivorous,large theropod,10,83.6,66,Omnogov,101.052498,43.502499,Saurischia,Tyrannosauridae,74.8
396125,Tyrannosaurus,carnivorous,large theropod,12,72.1,66,Volgograd,44.0592,48.625599,Saurischia,Tyrannosauridae,69.05
396866,Dromaeosaurus,carnivorous,small theropod,1.8,70.6,66,Amur,130.859451,49.082779,Saurischia,Dromaeosauridae,68.3
401751,Tyrannosaurus,carnivorous,large theropod,12,72.1,66,Montana,-107.083,47.536201,Saurischia,Tyrannosauridae,69.05
402862,Yangchuanosaurus,carnivorous,large theropod,10,170.3,163.5,Sichuan,104.852501,29.411388,Saurischia,Metriacanthosauridae,166.9
402869,Megalosaurus,carnivorous,large theropod,9,155.7,150.8,England,-2.7667,50.716702,Saurischia,Megalosauridae,153.25
403020,Richardoestesia,carnivorous,small theropod,1.5,83.5,70.6,Cataluña,0.9,42.166672,Saurischia,Dromaeosauridae,77.05
403027,Allosaurus,carnivorous,large theropod,12,161.2,150.8,Estremdura,-8.61667,39.849998,Saurischia,Allosauridae,156
403130,Compsognathus,carnivorous,small theropod,0.65,157.3,152.1,Leiria,-8.8,39.700001,Saurischia,Compsognathidae,154.7
403133,Richardoestesia,carnivorous,small theropod,1.5,157.3,152.1,Leiria,-8.8,39.700001,Saurischia,Dromaeosauridae,154.7
403140,Paronychodon,carnivorous,large theropod,5,157.3,152.1,Leiria,-8.8,39.700001,Saurischia,Troodontidae,154.7
403412,Tarbosaurus,carnivorous,large theropod,10,83.6,66,Omnogov,100.48333,43.566666,Saurischia,Tyrannosauridae,74.8
403438,Tarbosaurus,carnivorous,large theropod,10,83.6,66,Omnogov,100.456108,43.603058,Saurischia,Tyrannosauridae,74.8
403441,Tarbosaurus,carnivorous,large theropod,10,83.6,66,Omnogov,100.374809,43.441261,Saurischia,Tyrannosauridae,74.8
403444,Gallimimus,omnivorous,large theropod,6,83.6,66,Omnogov,100.369415,43.439934,Saurischia,Ornithomimidae,74.8
404787,Gallimimus,omnivorous,large theropod,6,83.6,66,Omnogov,101.044724,43.529167,Saurischia,Ornithomimidae,74.8
404802,Conchoraptor,carnivorous,small theropod,1.5,83.5,70.6,Omnogov,99.75,43.25,Saurischia,Oviraptoridae,77.05
404836,Borogovia,carnivorous,small theropod,1.5,83.6,66,Omnogov,100.456665,43.601665,Saurischia,Troodontidae,74.8
405117,Apatosaurus,herbivorous,sauropod,21,157.3,145,New Mexico,-103.634003,36.214001,Saurischia,Diplodocidae,151.15
405146,Allosaurus,carnivorous,large theropod,12,157.3,152.1,New Mexico,-106.940559,35.320278,Saurischia,Allosauridae,154.7
405147,Diplodocus,herbivorous,sauropod,26,157.3,145,New Mexico,-106.769997,35.563332,Saurischia,Diplodocidae,151.15
405148,Apatosaurus,herbivorous,sauropod,21,157.3,145,New Mexico,-103.633888,36.214443,Saurischia,Diplodocidae,151.15
405199,Apatosaurus,herbivorous,sauropod,21,157.3,152.1,Colorado,-107.400002,38.450001,Saurischia,Diplodocidae,154.7
405200,Allosaurus,carnivorous,large theropod,12,157.3,152.1,Colorado,-107.400002,38.450001,Saurischia,Allosauridae,154.7
405201,Allosaurus,carnivorous,large theropod,12,157.3,152.1,Wyoming,-106.138054,41.980556,Saurischia,Allosauridae,154.7
405996,Megalosaurus,carnivorous,large theropod,9,167.7,164.7,England,-1.26667,51.866669,Saurischia,Megalosauridae,166.2
408071,Allosaurus,carnivorous,large theropod,12,157.3,145,Wyoming,-105.963402,41.9077,Saurischia,Allosauridae,151.15
408079,Brachiosaurus,herbivorous,sauropod,30,157.3,145,Wyoming,-105.963402,41.9077,Saurischia,Brachiosauridae,151.15
408087,Allosaurus,carnivorous,large theropod,12,157.3,145,Colorado,-105.224701,38.539501,Saurischia,Allosauridae,151.15
408088,Brontosaurus,herbivorous,sauropod,22,157.3,145,Colorado,-105.224701,38.539501,Saurischia,Diplodocidae,151.15
408386,Brachiosaurus,herbivorous,sauropod,30,157.3,145,Colorado,-105.224701,38.539501,Saurischia,Brachiosauridae,151.15
408395,Diplodocus,herbivorous,sauropod,26,157.3,145,Wyoming,-106.041,41.893101,Saurischia,Diplodocidae,151.15
408402,Diplodocus,herbivorous,sauropod,26,157.3,145,Wyoming,-105.963402,41.9077,Saurischia,Diplodocidae,151.15
408734,Allosaurus,carnivorous,large theropod,12,157.3,145,Wyoming,-106.079803,41.878601,Saurischia,Allosauridae,151.15
408737,Allosaurus,carnivorous,large theropod,12,157.3,145,Wyoming,-106.079803,41.893101,Saurischia,Allosauridae,151.15
408738,Apatosaurus,herbivorous,sauropod,21,157.3,145,Wyoming,-106.060402,41.878601,Saurischia,Diplodocidae,151.15
408739,Allosaurus,carnivorous,large theropod,12,157.3,145,Wyoming,-106.021599,41.893101,Saurischia,Allosauridae,151.15
408747,Apatosaurus,herbivorous,sauropod,21,157.3,145,Wyoming,-105.982803,41.9077,Saurischia,Diplodocidae,151.15
408749,Barosaurus,herbivorous,sauropod,24,157.3,145,Wyoming,-105.982803,41.9077,Saurischia,Diplodocidae,151.15
408750,Allosaurus,carnivorous,large theropod,12,157.3,145,Wyoming,-105.982803,41.9077,Saurischia,Allosauridae,151.15
408755,Diplodocus,herbivorous,sauropod,26,157.3,145,Wyoming,-106.078903,41.878601,Saurischia,Diplodocidae,151.15
408760,Diplodocus,herbivorous,sauropod,26,157.3,145,Wyoming,-106.021599,41.893101,Saurischia,Diplodocidae,151.15
408762,Allosaurus,carnivorous,large theropod,12,157.3,145,Wyoming,-106.021599,41.893101,Saurischia,Allosauridae,151.15
408774,Allosaurus,carnivorous,large theropod,12,157.3,145,Wyoming,-106.00222,41.893055,Saurischia,Allosauridae,151.15
408830,Brontosaurus,herbivorous,sauropod,22,157.3,145,Wyoming,-106.002197,41.893101,Saurischia,Diplodocidae,151.15
408839,Brontosaurus,herbivorous,sauropod,22,157.3,145,Wyoming,-106.002197,41.893101,Saurischia,Diplodocidae,151.15
408853,Allosaurus,carnivorous,large theropod,12,157.3,145,Wyoming,-106.1073,41.8825,Saurischia,Allosauridae,151.15
408855,Diplodocus,herbivorous,sauropod,26,157.3,145,Wyoming,-106.1073,41.8825,Saurischia,Diplodocidae,151.15
408872,Allosaurus,carnivorous,large theropod,12,157.3,145,Wyoming,-106.002197,41.893101,Saurischia,Allosauridae,151.15
408893,Allosaurus,carnivorous,large theropod,12,157.3,145,Wyoming,-105.963402,41.9077,Saurischia,Allosauridae,151.15
408903,Allosaurus,carnivorous,large theropod,12,157.3,145,Wyoming,-105.963402,41.9077,Saurischia,Allosauridae,151.15
408915,Allosaurus,carnivorous,large theropod,12,157.3,145,Colorado,-105.187332,39.653423,Saurischia,Allosauridae,151.15
408918,Allosaurus,carnivorous,large theropod,12,157.3,145,Colorado,-105.192596,39.675598,Saurischia,Allosauridae,151.15
408920,Apatosaurus,herbivorous,sauropod,21,157.3,145,Colorado,-105.192596,39.675598,Saurischia,Diplodocidae,151.15
408921,Diplodocus,herbivorous,sauropod,26,157.3,145,Colorado,-105.224701,38.539501,Saurischia,Diplodocidae,151.15
408922,Allosaurus,carnivorous,large theropod,12,157.3,145,Colorado,-105.224701,38.539501,Saurischia,Allosauridae,151.15
